id,book_id,isbn,authors,original_publication_year,title,quantity
697,9118135,62049801,Ann Patchett,2011,State of Wonder,5
698,13539044,374533571,Matthew Quick,2008,The Silver Linings Playbook,4
699,33507,076072850X,"Jules Verne, Anthony Bonner",1869,Twenty Thousand Leagues Under the Sea,3
700,16181,743272498,Philippa Gregory,2005,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",2
701,14942,151009988,"Virginia Woolf, Maureen Howard",1925,Mrs. Dalloway,1
702,13486632,1843913720,"Jonas Jonasson, Rod Bradbury",2009,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,0
703,10589,067102423X,Stephen King,1998,Bag of Bones,5
704,4687,786226749,John Irving,1985,The Cider House Rules,4
705,10605,451190750,"Richard Bachman, Stephen King",1984,Thinner,3
706,54479,014044906X,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Around the World in Eighty Days,2
707,53496,60739495,Sharon Creech,1994,Walk Two Moons,1
708,1430,60589280,"Paulo Coelho, Margaret Jull Costa",2003,Eleven Minutes,0
709,4009,316767727,J.D. Salinger,1953,Nine Stories,5
710,13747,031610969X,Julie Powell,2005,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",4
711,764347,1416912045,Neal Shusterman,2007,"Unwind (Unwind, #1)",3
712,10988,385335989,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)",2
713,13414446,399256768,Marie Lu,2013,"Prodigy (Legend, #2)",1
714,12938,074348276X,William Shakespeare,1603,King Lear,0
715,12898,435233076,Arthur Miller,1949,Death of a Salesman,5
716,531350,446579920,Nicholas Sparks,2007,The Choice,4
717,11742691,545422906,Kate Egan,2012,The Hunger Games: Official Illustrated Movie Companion,3
718,10975,,William Faulkner,1929,The Sound and the Fury,2
719,76334,452287588,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,1
720,2880,1591164419,Tite Kubo,2002,"Bleach, Volume 01",0
721,17571564,1451666179,Allie Brosh,2013,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",5
722,9539,812513738,Robert Jordan,1992,"The Shadow Rising (Wheel of Time, #4)",4
723,33600,192076920X,Gregory David Roberts,2003,Shantaram,3
724,2233407,441015891,Charlaine Harris,2008,"From Dead to Worse (Sookie Stackhouse, #8)",2
725,34084,670032565,"Stephen King, Ned Dameron",1991,"The Waste Lands (The Dark Tower, #3)",1
726,2373,451188454,Jeffery Deaver,1997,"The Bone Collector (Lincoln Rhyme, #1)",0
727,101299,375408266,"Bernhard Schlink, Carol Brown Janeway",1995,The Reader,5
728,759611,805047905,"Bill Martin Jr., Eric Carle",1967,"Brown Bear, Brown Bear, What Do You See?",4
729,77566,553283685,Dan Simmons,1989,"Hyperion (Hyperion Cantos, #1)",3
730,5308,142000698,John Steinbeck,1947,The Pearl,2
731,179780,61007226,William Peter Blatty,1971,The Exorcist,1
732,7937462,031612558X,Stephenie Meyer,2009,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",0
733,77142,067976402X,David Guterson,1994,Snow Falling on Cedars,5
734,546018,440174643,Alex Haley,1976,Roots: The Saga of an American Family,4
735,96358,930289455,"Alan Moore, Brian Bolland, Tim Sale",1988,Batman: The Killing Joke,3
736,16981,679732764,Ralph Ellison,1952,Invisible Man,2
737,43015,374105235,Ishmael Beah,2007,A Long Way Gone: Memoirs of a Boy Soldier,1
738,9822,689862202,Robert C. O'Brien,1971,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",0
739,39662,751514624,Stephen King,1982,Different Seasons,5
740,114345,60529962,"Laura Ingalls Wilder, Garth Williams",1953,"The Little House Collection (Little House, #1-9)",4
741,33926,143035479,Melissa Bank,1998,The Girls' Guide to Hunting and Fishing,3
742,13453029,,Hugh Howey,2012,"Wool Omnibus (Silo, #1)",2
743,28881,380813815,Christopher Moore,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",1
744,6708,1577314808,Eckhart Tolle,1997,The Power of Now: A Guide to Spiritual Enlightenment,0
745,12868761,399159010,Jenny  Lawson,2012,Let's Pretend This Never Happened: A Mostly True Memoir,5
746,127455,553804677,Scott Lynch,2006,"The Lies of Locke Lamora (Gentleman Bastard, #1)",4
747,518848,64471837,Garth Nix,1995,"Sabriel (Abhorsen,  #1)",3
748,5161066,441017150,Charlaine Harris,2009,"Dead and Gone (Sookie Stackhouse, #9)",2
749,15753740,1439102767,Jodi Picoult,2013,The Storyteller,1
750,12578077,1620610078,Jennifer L. Armentrout,2011,"Obsidian (Lux, #1)",0
751,8694,345418905,Douglas Adams,1982,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",5
752,17167166,1619630621,Sarah J. Maas,2013,"Crown of Midnight (Throne of Glass, #2)",4
753,29800,1932664084,Bryan Lee O'Malley,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",3
754,6366437,1416586288,Jeannette Walls,2008,Half Broke Horses,2
755,386372,61020680,Terry Pratchett,1987,"Mort (Death, #1; Discworld, #4)",1
756,6644117,373210086,Julie Kagawa,2010,"The Iron King (The Iron Fey, #1)",0
757,256008,067168390X,Larry McMurtry,1985,Lonesome Dove,5
758,32145,393324826,Mary Roach,2003,Stiff: The Curious Lives of Human Cadavers,4
759,8709527,1595143173,Richelle Mead,2011,"Bloodlines (Bloodlines, #1)",3
760,9532,765342405,Orson Scott Card,1998,"Ender's Shadow (Ender's Shadow, #1)",2
761,6063187,385342020,Sophie Kinsella,2009,Twenties Girl,1
762,375013,340606517,Thomas Keneally,1982,Schindler's List,0
763,11337,452287065,Toni Morrison,1970,The Bluest Eye,5
764,5971165,1416563687,Philippa Gregory,2009,"The White Queen (The Plantagenet and Tudor Novels, #2)",4
765,92057,345350685,"Malcolm X, Alex Haley",1965,The Autobiography of Malcolm X,3
766,23754,1563892278,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989,Preludes & Nocturnes (The Sandman #1),2
767,110737,345465083,Laura Hillenbrand,1999,Seabiscuit: An American Legend,1
768,21686,038073186X,Dennis Lehane,2003,Shutter Island,0
769,188572,553328255,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,5
770,13006,198320272,"William Shakespeare, Roma Gill",1599,Julius Caesar,4
771,9938498,307408841,Erik Larson,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3
772,30289,140449140,"Plato, Desmond Lee",-380,The Republic,2
773,47021,074347757X,William Shakespeare,1593,The Taming of the Shrew,1
774,13206828,312642970,Marissa Meyer,2014,"Cress (The Lunar Chronicles, #3)",0
775,341879,006621131X,Patti Smith,2010,Just Kids,5
776,567616,714836257,Phaidon Press,1997,The Art Book,4
777,227941,767905180,Jane Green,2001,Jemima J,3
778,30597,451527887,"Victor Hugo, Walter J. Cobb",1831,The Hunchback of Notre-Dame,2
779,5211,140003065X,Rohinton Mistry,1996,A Fine Balance,1
780,77727,836220889,"Bill Watterson, G.B. Trudeau",1987,Calvin and Hobbes,0
781,24765,689865406,Scott Westerfeld,2006,"Specials (Uglies, #3)",5
782,58345,543898083,Kate Chopin,1899,The Awakening,4
783,4134071,031237982X,"P.C. Cast, Kristin Cast",2009,"Hunted (House of Night, #5)",3
784,10929,1401303277,Mitch Albom,2006,For One More Day,2
785,32669,425144372,Tom Clancy,1989,"Clear and Present Danger (Jack Ryan Universe, #6)",1
786,30120,60513098,Shel Silverstein,1996,Falling Up,0
787,7821447,61992704,Justin Halpern,2010,Sh*t My Dad Says,5
788,23955,2020336464,"Irvine Welsh, Eric Lindor Fall",1993,Trainspotting,4
789,29581,553803727,Isaac Asimov,1952,Foundation and Empire (Foundation #2),3
790,6596,1878424505,Miguel Ruiz,1997,The Four Agreements: A Practical Guide to Personal Freedom,2
791,6614960,743296435,Jodi Picoult,2010,House Rules,1
792,22917,394709306,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,The Complete Grimm's Fairy Tales,0
793,3980,744583276,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,5
794,16130549,1476727651,Stephen King,2013,"Doctor Sleep (The Shining, #2)",4
795,4271,140285679,Nick Hornby,1998,About a Boy,3
796,15760001,,Samantha Young,2012,"On Dublin Street (On Dublin Street, #1)",2
797,3206011,1434768511,"Francis Chan, Danae Yankoski, Chris Tomlin",2008,Crazy Love: Overwhelmed by a Relentless God,1
798,7770,7173687,Dr. Seuss,1960,"One Fish, Two Fish, Red Fish, Blue Fish",0
799,32423,,Dean Koontz,1987,Watchers,5
800,821611,553213873,Helen Keller,1902,The Story of My Life,4
801,6224935,052595127X,Jonathan Tropper,2009,This is Where I Leave You,3
802,7108001,446563080,Seth Grahame-Smith,2010,Abraham Lincoln: Vampire Hunter,2
803,271199,1591826039,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,"Fruits Basket, Vol. 1",1
804,12985,743482832,William Shakespeare,1623,The Tempest,0
805,6917952,1905654944,"P.C. Cast, Kristin Cast",2010,"Burned (House of Night, #7)",5
806,5096,340829788,"Stephen King, Dave McKean",1997,"Wizard and Glass (The Dark Tower, #4)",4
807,18302455,385351399,Dave Eggers,2013,The Circle,3
808,9673436,439813786,Brian Selznick,2007,The Invention of Hugo Cabret,2
809,5479,60776099,"Aldous Huxley, Christopher Hitchens",1932,Brave New World / Brave New World Revisited,1
810,1087204,1591169151,Bisco Hatori,2003,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",0
811,18812405,778316556,Mary Kubica,2014,The Good Girl,5
812,16070903,,Abbi Glines,2012,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",4
813,18081809,1250049377,Rainbow Rowell,2014,Landline,3
814,6262365,1905654588,"P.C. Cast, Kristin Cast",2008,"Tempted (House of Night, #6)",2
815,12497,375706674,Cormac McCarthy,2005,No Country for Old Men,1
816,6101138,7230206,Hilary Mantel,2009,"Wolf Hall (Thomas Cromwell, #1)",0
817,6294,006441034X,Diana Wynne Jones,1986,"Howl's Moving Castle (Howl's Moving Castle, #1)",5
818,11570,2226131906,"Stephen King, William Olivier Desmond",2001,Dreamcatcher,4
819,16902,691096120,Henry David Thoreau,1854,Walden,3
820,28921,571225381,Kazuo Ishiguro,1989,The Remains of the Day,2
821,10766509,446547654,Nicholas Sparks,2010,The Best of Me,1
822,10746542,224094157,Julian Barnes,2011,The Sense of an Ending,0
823,64863,312938993,Sue Grafton,1982,"A is for Alibi (Kinsey Millhone, #1)",5
824,1554,1580495931,"Sophocles, J.E. Thomas",-430,"Oedipus Rex  (The Theban Plays, #1)",4
825,5960325,1400067111,Lisa See,2009,Shanghai Girls (Shanghai Girls #1),3
826,5659,143039091,"Kenneth Grahame, Gillian Avery",1908,The Wind in the Willows,2
827,15749186,,Jenny Han,2014,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",1
828,9516,037571457X,"Marjane Satrapi, Mattias Ripa",2000,"Persepolis: The Story of a Childhood (Persepolis, #1)",0
829,3087,1420925431,E.M. Forster,1908,A Room with a View,5
830,6931356,316084239,Kody Keplinger,2010,The DUFF: Designated Ugly Fat Friend,4
831,1295102,067001088X,Sarah Dessen,2008,Lock and Key,3
832,268602,399151575,J.D. Robb,1995,"Naked in Death (In Death, #1)",2
833,5355,385339666,John Grisham,1994,The Chamber,1
834,4502877,,Stephenie Meyer,2008,"Midnight Sun (Twilight, #1.5)",0
835,204042,1569319006,"Masashi Kishimoto, Katy Bridges",1999,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",5
836,13227454,812993292,Rachel Joyce,2012,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",4
837,13262783,307931889,David Levithan,2012,"Every Day (Every Day, #1)",3
838,8648,312861877,Orson Scott Card,1991,"Xenocide (Ender's Saga, #3)",2
839,24128,743477561,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596,The Merchant of Venice,1
840,402093,440178002,James Clavell,1975,"Shōgun (Asian Saga, #1)",0
841,42900,451219368,J.R. Ward,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",5
842,16096824,1619634449,Sarah J. Maas,2015,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",4
843,13584236,345803574,E.L. James,2012,"Fifty Shades Trilogy (Fifty Shades, #1-3)",3
844,293595,068983568X,"Bill Martin Jr., John Archambault, Lois Ehlert",1989,Chicka Chicka Boom Boom,2
845,6393631,545132053,Raina Telgemeier,2009,Smile,1
846,5472,151010269,"George Orwell, Christopher Hitchens",1950,Animal Farm / 1984,0
847,5161,140286276,Jacquelyn Mitchard,1996,"The Deep End of the Ocean (Cappadora Family, #1)",5
848,12555,345457374,Amy Tan,2001,The Bonesetter's Daughter,4
849,402013,60288140,Louise Rennison,1999,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",3
850,13538873,374214913,Robin Sloan,2012,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",2
851,43448,743496310,V.C. Andrews,1979,"Flowers in the Attic (Dollanganger, #1)",1
852,25899336,,"Paul Kalanithi, Abraham Verghese",2016,When Breath Becomes Air,0
853,139463,590452037,Jerry Spinelli,1990,Maniac Magee,5
854,22290,99285444,Chuck Palahniuk,1999,Invisible Monsters,4
855,1625,743482778,William Shakespeare,1601,Twelfth Night,3
856,12936,385732562,Lois Lowry,2000,"Gathering Blue (The Giver, #2)",2
857,902,014240120X,Ellen Raskin,1978,The Westing Game,1
858,15839976,345539788,Pierce Brown,2014,"Red Rising (Red Rising, #1)",0
859,3227063,316033677,Brent Weeks,2008,"The Way of Shadows (Night Angel, #1)",5
860,30868,812474945,Barbara Kingsolver,1988,"The Bean Trees (Greer Family, #1)",4
861,15745950,1476712980,Jamie McGuire,2013,"Walking Disaster (Beautiful, #2)",3
862,17332218,765326361,Brandon Sanderson,2014,"Words of Radiance (The Stormlight Archive, #2)",2
863,301736,076360013X,"Sam McBratney, Anita Jeram",1988,Guess How Much I Love You,1
864,10967,440221668,Diana Gabaldon,2001,"The Fiery Cross (Outlander, #5)",0
865,10628,450042685,"Stephen King, John D. MacDonald",1978,Night Shift,5
866,126232,1400064562,Peter Benchley,1974,Jaws,4
867,3867,393328627,Nicole Krauss,2005,The History of Love,3
868,19302,142402494,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945,Pippi Longstocking,2
869,2967752,1933372605,"Muriel Barbery, Alison Anderson",2006,The Elegance of the Hedgehog,1
870,2199,743270754,"Doris Kearns Goodwin, Suzanne Toren",2005,Team of Rivals: The Political Genius of Abraham Lincoln,0
871,7091488,441018645,Charlaine Harris,2010,"Dead in the Family (Sookie Stackhouse, #10)",5
872,11989,679720219,"Albert Camus, Stuart Gilbert",1947,The Plague,4
873,78418,439206480,"Lemony Snicket, Brett Helquist",1999,"The Reptile Room (A Series of Unfortunate Events, #2)",3
874,13547180,145162137X,Susannah Cahalan,2012,Brain on Fire: My Month of Madness,2
875,305234,61214655,Melissa Marr,2007,"Wicked Lovely (Wicked Lovely, #1)",1
876,420297,039515023X,H.A. Rey,1941,Curious George,0
877,27712,525457585,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979,The Neverending Story,5
878,13912,571212921,Sylvia Nasar,1998,A Beautiful Mind,4
879,41681,1884365302,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906,The Jungle,3
880,2800905,61662690,Kelley Armstrong,2008,"The Summoning (Darkest Powers, #1)",2
881,63697,684853949,Oliver Sacks,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,1
882,92364,006074815X,Ken Follett,1978,Eye of the Needle,0
883,78433,1860498809,Margaret Atwood,2000,The Blind Assassin,5
884,23164983,1594747350,Ransom Riggs,2014,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",4
885,359770,375727345,Andre Dubus III,1999,House of Sand and Fog,3
886,17235026,356500152,M.R. Carey,2014,The Girl with All the Gifts,2
887,77013,067973225X,William Faulkner,1930,As I Lay Dying,1
888,98573,747532036,Crockett Johnson,1955,Harold and the Purple Crayon,0
889,35729,451218043,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",5
890,29580,553803735,Isaac Asimov,1953,Second Foundation (Foundation #3),4
891,91477,451458125,Jim Butcher,2001,"Fool Moon (The Dresden Files, #2)",3
892,15751404,316204366,Malcolm Gladwell,2011,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",2
893,870,1591169208,"Hiromu Arakawa, Akira Watanabe",2002,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",1
894,64216,61020648,Terry Pratchett,1989,"Guards! Guards! (Discworld, #8)",0
895,7815,1400078431,Joan Didion,2005,The Year of Magical Thinking,5
896,80660,006112429X,Lionel Shriver,2003,We Need to Talk About Kevin,4
897,112537,1857231589,Arthur C. Clarke,1973,"Rendezvous with Rama (Rama, #1)",3
898,43758,345419626,Anne Rice,1988,"The Queen of the Damned (The Vampire Chronicles, #3)",2
899,53835,159308143X,"Edith Wharton, Maureen Howard",1920,The Age of Innocence,1
900,61535,199291152,Richard Dawkins,1976,The Selfish Gene,0
901,4965,142001430,Geraldine Brooks,2001,Year of Wonders,5
902,32508,446612731,Michael Connelly,1992,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",4
903,667,452281253,Ayn Rand,1938,Anthem,3
904,10140661,1936305623,Sylvain Reynard,2011,"Gabriel's Inferno (Gabriel's Inferno, #1)",2
905,8073,689707495,"Judi Barrett, Ron Barrett",1978,Cloudy With a Chance of Meatballs,1
906,6643090,1400068932,Helen Simonson,2010,Major Pettigrew's Last Stand,0
907,5598113,425227510,Nora Roberts,2009,"Vision in White (Bride Quartet, #1)",5
908,10909,074349671X,Jodi Picoult,2006,The Tenth Circle,4
909,9067850,1423140567,Rick Riordan,2011,"The Throne of Fire (Kane Chronicles, #2)",3
910,51964,765348276,John Scalzi,2005,"Old Man's War (Old Man's War, #1)",2
911,32692,831727527,Stephen King,1992,Gerald's Game,1
912,6427,140255559,Janet Evanovich,1996,"Two for the Dough (Stephanie Plum, #2)",0
913,327847,684818701,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931,The Joy of Cooking,5
914,21611,60510862,Joe Haldeman,1974,"The Forever War (The Forever War, #1)",4
915,10585,8497597729,"Stephen King, Bettina Blanch Tyroller",1994,Insomnia,3
916,7603,812971060,Azar Nafisi,2003,Reading Lolita in Tehran,2
917,944073,575079797,Joe Abercrombie,2006,"The Blade Itself (The First Law, #1)",1
918,114955,786851473,Eoin Colfer,2002,"The Arctic Incident (Artemis Fowl, #2)",0
919,7354,743225422,Annie Proulx,1993,The Shipping News,5
920,22318578,1607747308,"Marie Kondō, Cathy Hirano",2011,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,4
921,18460392,385755880,"Jennifer Niven, فرانک معنوی",2015,All the Bright Places,3
922,231604,671011367,Kathy Reichs,1997,"Déjà Dead (Temperance Brennan, #1)",2
923,17402605,552562521,Michael Scott,2007,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",1
924,10964693,374203059,Jeffrey Eugenides,2011,The Marriage Plot,0
925,16527,61120251,"Isabel Allende, Margaret Sayers Peden",1998,Daughter of Fortune,5
926,22609317,1476789630,Jessica Knoll,2015,Luckiest Girl Alive,4
927,270730,689865198,Ellen Hopkins,2004,"Crank (Crank, #1)",3
928,17675462,545424925,Maggie Stiefvater,2012,"The Raven Boys (The Raven Cycle, #1)",2
929,547094,031286504X,Richard Matheson,1954,I Am Legend and Other Stories,1
930,1736739,140006208X,Elizabeth Strout,2008,Olive Kitteridge,0
931,20588698,081299499X,"Lena Dunham, Joana Avillez",2014,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",5
932,76865,66620996,James C. Collins,2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,4
933,6137154,803734611,Kristin Cashore,2009,"Fire (Graceling Realm, #2)",3
934,17716,,Samuel Beckett,1952,Waiting for Godot,2
935,43035,439236193,Jack London,1906,White Fang,1
936,4978,141651693X,"Stephen King, Bernie Wrightson",2003,"Wolves of the Calla (The Dark Tower, #5)",0
937,18116,440238609,Philip Pullman,2000,His Dark Materials (His Dark Materials #1-3),5
938,16081272,1480095532,J.A. Redmerski,2012,"The Edge of Never (The Edge of Never, #1)",4
939,15776309,006222543X,Kimberly McCreight,2013,Reconstructing Amelia,3
940,18693716,525426582,Jojo Moyes,2014,One Plus One,2
941,11899,312305060,Michael Cunningham,1998,The Hours,1
942,15858248,1623420024,Alice Clayton,2012,"Wallbanger (Cocktail, #1)",0
943,4136,316191299,David Sedaris,1997,Holidays on Ice,5
944,10584,451188462,Stephen King,1996,Desperation,4
945,9369720,385739168,Lauren Kate,2011,"Passion (Fallen, #3)",3
946,13089710,385742886,James Dashner,2012,"The Kill Order (Maze Runner, #0.5)",2
947,11500217,144477851X,Susan Ee,2011,"Angelfall (Penryn & the End of Days, #1)",1
948,187020,375726403,Richard Russo,2001,Empire Falls,0
949,13895,1857232097,Robert Jordan,1993,"The Fires of Heaven (Wheel of Time, #5)",5
950,20820994,803734964,Jandy Nelson,2014,I'll Give You the Sun,4
951,22283,009928264X,Chuck Palahniuk,1999,Survivor,3
952,9420,385338708,Sophie Kinsella,2007,"Shopaholic & Baby (Shopaholic, #5)",2
953,5091,1416524525,Stephen King,2004,"The Dark Tower (The Dark Tower, #7)",1
954,6202690,316070521,Catherine Hardwicke,2009,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,0
955,9418,440241812,Sophie Kinsella,2001,"Shopaholic Takes Manhattan (Shopaholic, #2)",5
956,5544,393316041,Richard Feynman,1984,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",4
957,6654313,545123283,Maggie Stiefvater,2010,"Linger (The Wolves of Mercy Falls, #2)",3
958,3579,553609416,L.M. Montgomery,1908,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",2
959,7588,142437344,"James Joyce, Seamus Deane",1916,A Portrait of the Artist as a Young Man,1
960,1166599,765302306,"Robert Jordan, Brandon Sanderson",2009,"The Gathering Storm (Wheel of Time, #12)",0
961,19089,451529170,"George Eliot, Michel Faber",1871,Middlemarch,5
962,13496084,,Colleen Hoover,2012,"Point of Retreat (Slammed, #2)",4
963,5350,385339100,John Grisham,1997,The Partner,3
964,30,345538374,J.R.R. Tolkien,1973,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,2
965,13517535,146109111X,S.C. Stephens,2009,"Thoughtless (Thoughtless, #1)",1
966,425029,446350982,Scott Turow,1986,Presumed Innocent,0
967,11597,045052468X,Stephen King,1989,The Dark Half,5
968,7968243,316001929,Stacy Schiff,2006,Cleopatra: A Life,4
969,1911,374292795,Thomas L. Friedman,2005,The World Is Flat: A Brief History of the Twenty-first Century,3
970,17182126,385743564,Brandon Sanderson,2013,"Steelheart (The Reckoners, #1)",2
971,766020,1558580093,"Marcus Pfister, J. Alison James",1995,The Rainbow Fish,1
972,32829,553213970,Jules Verne,1864,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",0
973,6398634,61583251,Gretchen Rubin,2009,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",5
974,216363,679740678,Philip K. Dick,1962,The Man in the High Castle,4
975,105992,393322238,"Vincent Bugliosi, Curt Gentry",1974,Helter Skelter: The True Story of the Manson Murders,3
976,90072,793551617,"Robert Kapilow, Dr. Seuss",,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",2
977,15645,812970063,"Dante Alighieri, Anthony M. Esolen",1320,Inferno (The Divine Comedy #1),1
978,11559200,670023485,Deborah Harkness,2012,"Shadow of Night (All Souls Trilogy, #2)",0
979,18816603,345544927,Jodi Picoult,2014,Leaving Time,5
980,71811,441013813,Patricia Briggs,2006,"Moon Called (Mercy Thompson, #1)",4
981,872333,786838922,Melissa de la Cruz,2006,"Blue Bloods (Blue Bloods, #1)",3
982,40024,812976142,Caleb Carr,1994,"The Alienist (Dr. Laszlo Kreizler, #1)",2
983,25489625,812993543,Ta-Nehisi Coates,2015,Between the World and Me,1
984,15997,140424393,"John Milton, John      Leonard",1667,Paradise Lost,0
985,6463967,393072231,Michael   Lewis,2009,The Big Short: Inside the Doomsday Machine,5
986,11564,1416524290,Stephen King,1999,The Girl Who Loved Tom Gordon,4
987,8621462,1406311529,"Patrick Ness, Jim Kay, Siobhan Dowd",2011,A Monster Calls,3
988,8253920,765325942,"Robert Jordan, Brandon Sanderson",2010,"Towers of Midnight (Wheel of Time, #13)",2
989,540020,553266306,Frederick Forsyth,1971,The Day of the Jackal,1
990,6732019,307463745,"Jason Fried, David Heinemeier Hansson",2010,Rework,0
991,8909152,525951989,Rainbow Rowell,2011,Attachments,5
992,3090465,739352350,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005,"The Twilight Saga (Twilight, #1-4)",4
993,12875258,679644199,Carol Rifka Brunt,2012,Tell the Wolves I'm Home,3
994,32085,312965788,James Herriot,1972,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",2
995,11408650,,Michelle Hodkin,2011,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",1
996,6854,312966091,Janet Evanovich,1997,"Three to Get Deadly (Stephanie Plum, #3)",0
997,136116,1576469239,Emmuska Orczy,1905,The Scarlet Pimpernel,5
998,44186,037582913X,"Jon Stone, Michael J. Smollin",1971,The Monster at the End of this Book,4
999,37741,425193799,Judy Blume,1972,"Tales of a Fourth Grade Nothing (Fudge, #1)",3
1000,10194157,805094598,Leigh Bardugo,2012,"Shadow and Bone (Shadow and Bone, #1)",2
1001,15797938,770437850,"Herman Koch, Sam Garrett",2009,The Dinner,1
1002,14290364,399256776,Marie Lu,2013,"Champion (Legend, #3)",0
1003,61666,2266079999,Carl Sagan,1985,Contact,5
1004,9961796,525423281,Stephanie Perkins,2011,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",4
1005,3711,375703861,Zadie Smith,1999,White Teeth,3
1006,11887020,62107062,"Chris Kyle, Scott McEwen, Jim DeFelice",2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,2
1007,35982,1582346186,Chelsea Handler,2004,My Horizontal Life: A Collection of One-Night Stands,1
1008,8659601,61974552,Pittacus Lore,2011,"The Power of Six (Lorien Legacies, #2)",0
1009,15815333,1594488398,Meg Wolitzer,2013,The Interestings,5
1010,43070,836218051,Bill Watterson,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,4
1011,1379961,067001821X,Geraldine Brooks,2008,People of the Book,3
1012,13508607,1439152802,Kate Morton,2012,The Secret Keeper,2
1013,411053,696215322,Better Homes and Gardens,1953,Better Homes and Gardens New Cook Book  ,1
1014,8698,330491237,Douglas Adams,1984,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",0
1015,16631,140282580,"Hermann Hesse, Basil Creighton",1927,Steppenwolf,5
1016,32263,055381706X,Tess Gerritsen,2001,"The Surgeon (Rizzoli & Isles, #1)",4
1017,17572903,670026611,Jojo Moyes,2012,The Girl You Left Behind,3
1018,68487,6480101,Robin Hobb,1996,"Royal Assassin (Farseer Trilogy, #2)",2
1019,414999,345347951,Arthur C. Clarke,1953,Childhood's End,1
1020,37190,763625299,"Kate DiCamillo, Timothy Basil Ering",2004,The Tale of Despereaux,0
